Ingresso;Paí;Cidade;ID;Nome;Assessor;Carteira
May-30-2021;Brazil;Ponte Nova;465905749-6;Elinor McFaell;App;4,336.00
May-30-2021;Brazil;São Paul;467139231-3;Ada Grafom;App;735.00,
Nov-24-2022;Portugal;Gândara de Aqu�;467442183-7;Margi Deverille;App;3,556.00
Aug-8-2021;Indonesia;Sudimanik;467990726-6;Justis Infante;App;8,554.00
May-30-2021;Argentina;;468275574-9;Fiorenze Shoard;App;14,762.00
Apr-11-2023;Colombia;Salento;469337902-6;Daryl Krinks;App;518.00,
May-30-2021;Portugal;Vale;469844381-4;Tadd Wilkins;App;16,877.00
Jan-22-2022;United States;Wilkes Barre;470034786-4;Roxanna Pughe;App;680.00,
May-30-2021;Brazil;Balsas;470608600-0;Samuel Cabel;App;15,290.00
May-30-2021;Argentina;Ciervo Petiso;470779714-8;Gerick Docksey;App;16,837.00
May-30-2021;Kenya;Eldama Ravine;470963739-3;Rosalinda Giovannazzi;App;14,802.00
Feb-23-2022;Brazil;Pilar;470989912-6;Lissie Vear;App;2,839.00
Sep-6-2022;Russia;Kalino;471251275-1;Leone Orchart;App;9,836.00
May-30-2021;Brazil;Rio;472133537-7;Barney Stanaway;App;16,263.00
May-30-2021;Brazil;Piritiba;472325914-7;Erin Dils;App;19,069.00
May-30-2021;Brazil;Niquelândi;472339526-1;Jewell Sheron;App;3,568.00
May-30-2021;Taiwan;Fengshan;473305159-1;Austen Vaadeland;App;4,315.00
May-30-2021;Russia;Miatli;473822860-9;Charlton Mathiot;App;13,237.00
May-30-2021;Indonesia;Pakemitan;473899162-0;Dell Dulwich;App;18,363.00
May-30-2021;United States;Chicago;473921093-2;Alika Kmicicki;App;16,481.00
May-30-2021;Brazil;Rio de Janeiro;474140414-5;Chelsae Stodart;App;19,532.00
May-30-2021;Czech Republic;Kobyl�;474797339-7;Lari Kingswood;App;5,830.00
May-30-2021;Nigeria;Mayo Belwa;476274912-5;Erskine Rayburn;App;13,052.00
May-30-2021;United States;Colorado Springs;477274821-0;April Lacasa;App;12,739.00
Sep-6-2021;Benin;Natitingou;477365194-6;Aura Gibbings;App;8,201.00
May-11-2023;Argentina;Jardín Améri;477442187-1;Frankie Dimitriou;App;1,246.00
Mar-30-2023;Portugal;Tortosendo;478906328-3;Amelia Kliement;App;8,014.00
May-30-2021;Azerbaijan;Astara;479893160-8;Carlyn Geraud;App;12,867.00
Feb-9-2023;United States;New York City;479969303-4;Elwira Franciottoi;App;7,685.00
May-30-2021;Argentina;Esquina;480165058-9;Elbertina Bamborough;App;13,722.00
May-30-2021;Syria;Al Ghizlānīy;480600377-8;Mendel Garfitt;App;15,050.00
Mar-3-2023;France;Paris 19;480845430-0;Sela MacAlees;App;5,029.00
Dec-31-2021;Colombia;San Carlos;481833153-8;Meredeth Bringloe;App;2,026.00
May-30-2021;Nigeria;Abua;482759719-7;Courtenay Rubega;App;11,251.00
Dec-20-2022;Brazil;Piraquara;483008695-5;Valencia Teresa;App;5,968.00
May-30-2021;Colombia;Chachagü;483021062-1;Loleta Domleo;App;19,501.00
Oct-16-2021;France;Brest;483442211-9;Claudius Rycraft;App;2,771.00
Apr-17-2022;Bolivia;Batallas;483810763-3;Karlens Bartol;App;7,887.00
Feb-28-2023;Philippines;Irosin;484231613-6;Jarrett Duckhouse;App;3,725.00
May-30-2021;Portugal;Pisã;485334135-8;Codi Gorey;App;17,679.00
Sep-14-2022;Poland;Kudowa-Zdró;485681245-9;Nata Cinnamond;App;11,264.00
Oct-20-2021;Brazil;Rio;486750117-4;Minta Gosforth;App;9,917.00
Aug-25-2022;Brazil;SP;487107817-5;Cosimo Tregonna;App;3,361.00
May-30-2021;Bulgaria;Pŭrvomayts;487592595-6;Martina Sancroft;App;17,408.00
May-30-2021;Brazil;Santos Dumont;487671248-4;Saunders Yalden;App;7,468.00
Feb-9-2022;Portugal;;488690255-3;Jesse Kidd;App;1,186.00
May-30-2021;Brazil;Santo Antônio de Poss;489314115-5;Moishe Backshaw;App;16,900.00
May-30-2021;Brazil;Soure;490533675-9;Mozelle Twomey;App;10,723.00
Jul-9-2022;Brazil;Quat�;491355431-1;Cecilla Tschersich;App;9,829.00
May-30-2021;Argentina;Bernardo Larroud�;492319286-0;Nolly Dymidowicz;App;16,531.00
Aug-23-2021;Colombia;Nariñ;492870629-3;Patten Moss;App;2,979.00
May-30-2021;France;Cestas;493541693-9;Teirtza Marris;App;19,489.00
May-30-2021;Colombia;Piedras;494613121-3;Emma Roseblade;App;8,609.00
Dec-27-2022;Portugal;Vilarinho das Cambas;494930158-6;Aili Theunissen;App;6,880.00
May-30-2021;Brazil;Curitiba;495590960-4;Gonzalo Greasty;App;16,215.00
Oct-3-2021;Sweden;Götebor;496155029-9;Elianora Tinkler;App;7,574.00
Nov-6-2022;Argentina;Crespo;496798675-7;Dagny Glowacha;App;7,705.00
Sep-26-2021;Brazil;SP;497476238-9;Jasmine Matusson;App;863.00,
May-30-2021;Portugal;Santa Cruz das Flores;498071791-8;Lu Ratchford;App;15,144.00
May-30-2021;Brazil;RJ;498614846-1;Merrilee Purkins;App;17,683.00
Sep-20-2021;Brazil;Barreiro do Jaíb;498636748-1;Nonna Hutson;App;1,975.00
May-30-2021;France;Reims;498871240-0;Biron Semiras;App;13,528.00
Oct-17-2022;Brazil;São Pedr;498903910-6;Lewie Winpenny;App;11,737.00
May-30-2021;Brazil;Votorantim;499159950-4;Daffie Rickards;App;12,753.00
May-30-2021;Guatemala;San Juan Ixcoy;499233891-7;Katerine Petters;App;13,706.00
May-27-2022;Mexico;Morelos;499353302-0;Obed Younger;App;3,507.00
May-30-2021;Poland;Węgorzyn;499732936-3;Devland Awty;App;18,979.00
May-30-2021;Brazil;Ilhabela;499746594-1;Merlina Jimmes;App;13,219.00
Apr-6-2023;Brazil;RJ;499762329-6;Saidee Wooder;App;9,037.00
May-30-2021;Brazil;Garç;500076667-9;Beatrix Runnalls;App;7,713.00
May-30-2021;Sweden;Södertäl;501073622-5;Anni Gosz;App;12,061.00
May-30-2021;Brazil;São Paul;501108281-4;Anita Yurocjhin;App;5,350.00
May-30-2021;Portugal;Monte da Boavista;501215457-6;Niki Stidever;App;19,113.00
May-30-2021;Portugal;Cabanas de Viriato;501272647-2;Demetria Minty;App;14,578.00
May-30-2021;Sweden;Smålandsstena;502031928-7;Reuben Keasy;App;18,691.00
May-30-2021;Brazil;Pentecoste;502776083-3;Reggie Feldmesser;App;12,620.00
Nov-23-2022;Poland;Opinogóra Gór;502923174-9;Renee Edie;App;9,744.00
May-30-2021;Portugal;Sampaio;504605316-0;Florella Soldner;App;15,573.00
Jan-31-2022;Brazil;Floresta;504798201-7;Kelley Strickett;App;4,904.00
Nov-3-2021;Russia;Saint Petersburg;505618723-2;Micki Larner;App;7,876.00
May-30-2021;Brazil;Arau�;506029038-7;Frannie Ekell;App;11,392.00
May-30-2021;Mauritius;Quartier Militaire;507471090-1;Shandie Burkitt;App;3,291.00
May-30-2021;Indonesia;Riangkroko;507702464-2;Jorgan Huertas;App;4,309.00
May-30-2021;Brazil;Barreiros;507932938-6;Diego Gecks;App;10,398.00
May-30-2021;Brazil;Buíqu;508435680-9;Tobye Melliard;App;3,391.00
Jul-18-2021;Colombia;Vegach�;509035579-7;Kory Dafter;App;3,358.00
Oct-29-2021;Portugal;Cortes;509516082-1;Conney Hilhouse;App;5,252.00
Mar-30-2022;Portugal;Funchalinho;509735192-4;Atlante Rainy;App;2,770.00
Dec-14-2021;Brazil;Rio Pardo;511581251-7;Hyacinthie Benthall;App;3,185.00
May-30-2021;United States;Palatine;511859286-0;Kaylyn Westrey;App;19,827.00
May-30-2021;Brazil;Palmas;512048908-7;Margarethe Sichardt;App;17,030.00
Jul-27-2022;United States;Toledo;512443138-5;Nona Iverson;App;1,906.00
May-30-2021;North Korea;Chunghwa;513126412-1;Bjorn Gilphillan;App;9,564.00
Apr-24-2022;United States;New York City;513492303-5;Paddy Bedberry;App;6,349.00
May-30-2021;Brazil;Tucano;514473530-4;Ezequiel Kibby;App;18,808.00
May-30-2021;Colombia;Chiquinquir�;514653577-9;Olympia Stranks;App;18,483.00
May-11-2022;Colombia;Rivera;515203425-5;Kendell Clapp;App;5,124.00
May-30-2021;Brazil;Pombos;515264882-2;Kim Ambrogio;App;19,687.00
Sep-7-2021;Chile;San Bernardo;515456794-3;Raoul Busain;App;8,563.00
May-30-2021;Portugal;São Manç;515919597-1;Blanca Woodhams;App;6,524.00
May-30-2021;Sweden;Färjestade;515993739-0;Sileas Ollett;App;16,279.00
May-30-2021;Portugal;Covas;516029923-8;Barry Davidi;App;2,682.00
May-30-2021;Brazil;Cataguases;516160256-2;Stephannie Partington;App;12,014.00
May-30-2021;Brazil;Pombal;516168824-6;Walther Housbey;App;15,550.00
May-30-2021;Brazil;Correia Pinto;516538706-2;Matelda Peacham;App;19,848.00
Sep-28-2022;Brazil;Mirador;516854796-6;Toby Janse;App;6,144.00
Jun-23-2021;Colombia;Cartagena;516868483-1;Emmott Kirimaa;App;6,148.00
Jul-8-2022;Czech Republic;Bouzov;517493162-4;Thatcher Sholem;App;7,734.00
May-30-2021;Colombia;Man�;517950767-7;Myra Tassell;App;13,580.00
May-30-2022;Nigeria;Rano;518150190-7;Blondie Esterbrook;App;2,235.00
May-30-2021;Brazil;São Paul;519012721-4;Ashlan Jakubovics;App;19,502.00
Jan-20-2023;Brazil;São Paul;519491796-1;Angela Harrild;App;9,759.00
May-30-2021;Philippines;Malicboy;519780281-2;Gerti Rennocks;App;13,090.00
May-30-2021;Nigeria;Kura;521190688-8;Mick Brandi;App;16,856.00
May-30-2021;Indonesia;Talun;521776934-3;Carlye Rees;App;12,654.00
May-30-2021;Mexico;Progreso;521890015-1;Malanie Danhel;App;15,922.00
May-30-2021;Brazil;SP;523093058-6;Freedman Pesek;App;6,168.00
May-30-2021;Honduras;La Estancia;523872139-0;Casi Campagne;App;18,436.00
May-30-2021;Brazil;Conselheiro Lafaiete;524152339-1;Dona Hadwin;App;17,830.00
May-30-2021;United States;Mesquite;524467982-1;Jamison Dentith;App;16,981.00
Aug-16-2021;Brazil;Inhambupe;524816385-4;Carri Flanne;App;3,097.00
May-30-2021;United States;San Francisco;524900222-6;Hodge Walklott;App;9,037.00
May-30-2021;Brazil;Astorga;525787602-7;Neron Gittins;App;12,419.00
May-30-2021;Brazil;Iranduba;526284162-7;Andie Lilleman;App;19,251.00
Jun-30-2022;Argentina;Campo Viera;526398971-7;Salomi Eslinger;App;6,052.00
May-30-2021;Brazil;São Paul;526751454-3;Janet Cunniffe;App;8,326.00
Jun-2-2021;United States;Kingsport;526777559-2;Clara Tyrone;App;3,097.00
May-30-2021;Democratic Republic of the Congo;Luebo;527272411-9;Katherina le Keux;App;19,319.00
Mar-24-2023;Brazil;Porto Seguro;527591826-7;Debera Flaubert;App;4,035.00
May-30-2021;Italy;Torino;528124674-7;Armando Spriggs;App;17,203.00
Mar-7-2023;United States;Kansas City;528638709-8;Tallou Dable;App;2,674.00
Mar-28-2022;Brazil;São Paul;528677085-1;Germaine Donan;App;2,114.00
Jul-7-2022;Thailand;Si Narong;528822820-5;Gan Beche;App;10,707.00
May-30-2021;Venezuela;Macapo;529340679-5;Reggis Popham;App;7,515.00
Jul-4-2022;Russia;Bogoroditsk;530188643-6;Elsey Hall;App;5,700.00
Dec-4-2022;Yemen;Sūq Sib�;530263928-9;Emmery Dutch;App;10,745.00
Jul-24-2021;Tanzania;Mingoyo;530610969-1;Joanna Cyples;App;807.00,
Oct-5-2021;Portugal;Delãe;530983246-7;Nadya Jinkinson;App;6,531.00
Aug-24-2022;Slovenia;Cerklje na Gorenjskem;531226854-2;Dennie Hilary;App;8,778.00
May-30-2021;United States;Melbourne;531299881-8;Alanna Mound;App;17,395.00
May-30-2021;Russia;Tyazhinskiy;531362881-1;Farris Bolf;App;17,253.00
May-30-2021;United States;Houston;531623550-9;Godiva Dissman;App;2,320.00
May-17-2023;France;Dinan;532264205-6;Melisande Luetchford;App;10,097.00
Oct-7-2021;Portugal;Bemposta;533036575-9;Chicky McGuire;App;11,779.00
Nov-7-2022;Poland;Budzó;533282393-2;Gladys Isaq;App;5,407.00
Sep-6-2022;Brazil;Londrina;533709748-2;Gabbey Parkeson;App;10,551.00
Nov-20-2022;Brazil;Sorocaba;533825121-3;Kristina Giaomozzo;App;6,337.00
Jan-18-2022;Portugal;Carapelhos;534520082-3;Lil Solomon;App;11,787.00
May-30-2021;Czech Republic;`umice;534533997-1;Emerson Salsbury;App;4,583.00
Dec-7-2022;Brazil;Uberaba;535254424-9;Claus Bagehot;App;11,235.00
May-30-2021;Argentina;General Roca;535267357-1;Clementius Pringour;App;1,412.00
May-30-2021;Canada;Beloeil;536273443-1;Yasmeen Germaine;App;14,129.00
Nov-20-2022;Colombia;Pupiales;536750893-6;Ranique Riggott;App;611.00,
Feb-25-2023;Brazil;RJ;537117244-0;Leola Belton;App;7,930.00
May-30-2021;Brazil;SP;537398237-7;Arlette Redwing;App;15,054.00
May-30-2021;Portugal;Lamego;537864821-1;Mart Earley;App;19,594.00
Apr-17-2023;Argentina;Espinillo;538897834-6;Kandy Rea;App;3,878.00
May-25-2022;Brazil;Valparaís;539830697-9;Hynda McDonell;App;8,188.00
Sep-3-2022;Russia;Vyshniy Volochë;540062370-0;Richardo Jaspar;App;9,560.00
May-30-2021;Guatemala;El Asintal;540338082-5;Lemmie Knyvett;App;7,609.00
May-30-2021;Russia;Nagornyy;540621162-5;Monroe Lindenfeld;App;12,210.00
Dec-14-2022;Brazil;Rio de Janeiro;542036348-8;Gabriellia Loos;App;9,805.00
May-30-2021;France;Paris 19;542869246-4;Evan Seater;App;1,236.00
Aug-25-2022;Brazil;Limoeiro do Norte;543116429-5;Milt Tolmie;App;4,260.00
May-30-2021;Palestinian Territory;Al Lubban al Gharb�;543186916-7;Antonietta Tiffin;App;16,801.00
May-30-2021;United States;Irvine;543556115-9;Fannie Danes;App;7,215.00
Aug-13-2022;Trinidad and Tobago;Peña;543755957-7;Lorita Borgnol;App;7,212.00
Oct-17-2021;Peru;Llauta;544033755-5;Reba Bifield;App;6,879.00
May-30-2022;Brazil;Jaboatão dos Guararape;545040146-9;Sarena Wathen;App;1,016.00
May-30-2021;Colombia;Los Andes;545855754-9;Vi Palliser;App;11,168.00
Jul-6-2022;Argentina;Jesús Mar�;546109490-2;Rodolphe Reeks;App;7,587.00
May-30-2021;Indonesia;Barabedang;546478706-2;Allayne Stannis;App;17,276.00
Jul-20-2021;Poland;Mysiadł;546808158-1;Terrie Ingarfield;App;9,232.00
May-30-2021;Portugal;Outeiro;547704821-2;Jeannette Hazelton;App;11,326.00
May-30-2021;Philippines;Haligue;547842153-7;Allys Connop;App;12,905.00
Aug-1-2022;Czech Republic;Machov;548251562-1;Devlin Cordrey;App;3,892.00
May-30-2021;Brazil;SP;548469463-9;Charlie Paolinelli;App;16,762.00
Jul-15-2021;Philippines;Jalaud;548871003-5;Barret Rubinsaft;App;6,919.00
Jan-27-2023;Colombia;Málag;548884514-3;Sherman Kepp;App;11,148.00
May-30-2021;Portugal;Pisã;549336341-0;Merci Tulley;App;16,467.00
Mar-18-2023;Brazil;Glória do Goit;550154445-8;Lutero MacMearty;App;7,909.00
Aug-18-2022;Colombia;Córdob;550314823-1;Leif Twells;App;4,885.00
Apr-14-2022;Brazil;São Paul;551734349-1;Frayda Brugman;App;9,624.00
Dec-1-2022;Brazil;Uberaba;552169936-8;Olympe Elphinstone;App;6,680.00
May-30-2021;Brazil;Curitiba;552280872-1;Lise Camden;App;9,931.00
Jan-12-2022;Tunisia;Sidi Bouzid;552783513-1;Collen Volks;App;8,559.00
Nov-11-2022;Nicaragua;El Sauce;553057018-6;Juliette Learmouth;App;3,666.00
May-30-2021;United States;Evansville;554467737-9;Wileen Berthel;App;12,023.00
May-30-2021;Ukraine;Nelipyno;554862210-2;Lawry Manhare;App;14,226.00
May-30-2021;Brazil;Riachão das Neve;555772150-9;Cordy Piolli;App;15,044.00
May-30-2021;Portugal;Ermida;556585000-2;Marisa Hardiman;App;19,911.00
May-30-2021;Portugal;Fonte da Aldeia;556715308-2;Stevana Vokins;App;15,249.00
Sep-28-2022;Brazil;Rio de Janeiro;557309601-1;Hymie Trudgian;App;5,998.00
May-30-2021;Mexico;Fernando Gutierrez Barrios;557977350-1;Warden Markus;App;18,016.00
Jul-16-2021;Egypt;Mashtūl as S�;559280789-9;Ferguson Cocci;App;8,996.00
May-30-2021;Brazil;Caçapav;560176899-4;Claudine Southan;App;17,493.00
May-30-2021;Brazil;Bom Despacho;560653776-1;Puff Clohissy;App;7,714.00
May-30-2021;Brazil;Baturit�;560792457-2;Ingaborg Attac;App;11,210.00
Dec-22-2021;Portugal;Casa Nova;561448318-7;Godfree Acres;App;1,085.00
May-30-2021;France;Gif-sur-Yvette;561984147-2;Brockie Melson;App;9,440.00
May-30-2021;Indonesia;Tomohon;562765439-2;Lavina Bedbrough;App;17,908.00
Mar-21-2023;Portugal;Montalvã;563008254-1;Esther Pisculli;App;9,162.00
May-30-2021;Colombia;Sinc�;563162895-3;Cosetta Beane;App;10,333.00
Jun-21-2021;Brazil;;563220227-5;Tanya Lowde;App;6,515.00
Jul-1-2021;Mongolia;Bayanbulag;563399063-3;Maribelle Soppeth;App;5,069.00
May-30-2021;Argentina;General Alvear;564273605-1;Melany Karolyi;App;16,706.00
May-30-2021;Morocco;Sidi Moussa;564583286-8;Dane Kobu;App;2,067.00
Oct-2-2021;Russia;Ozerki;565688396-5;Dorene Hawkins;App;2,813.00
Jun-9-2021;Portugal;Vera Cruz;566272645-0;Jeanna Darkott;App;11,111.00
Feb-10-2023;Russia;Petrozavodsk;566337259-8;Roxine Collisson;App;4,605.00
Sep-14-2022;United States;Miami;566769209-0;Elden Pendrigh;App;1,839.00
May-30-2021;Argentina;Zárat;567460966-7;Juana Durban;App;12,525.00
Nov-12-2022;Brazil;São Paul;567479434-0;Maurits Baroc;App;10,739.00
Apr-4-2023;United States;Louisville;567522385-1;Cissy Dory;App;6,572.00
Sep-5-2022;United States;Grand Forks;567813825-1;Barron Monery;App;7,611.00
Mar-16-2022;Brazil;;569101944-9;Linnie Zipsell;App;5,929.00
Nov-25-2021;Brazil;Conde;569225566-9;Kristal Simnor;App;7,197.00
Jul-25-2021;Indonesia;Karangpeton;569652863-5;Stephan Eggle;App;7,644.00
May-30-2021;Poland;Aknica;569790148-8;Steffie Simkovich;App;10,392.00
May-30-2021;Colombia;Fusagasuga;570747175-8;Dorry Franses;App;7,785.00
May-30-2021;Portugal;Chão;571848307-8;Efren Edlyne;App;5,008.00
May-30-2021;Brazil;Igaraçu do Tiet;572078879-4;Alli Michin;App;14,618.00
Mar-4-2023;Argentina;San José de Felician;572093784-6;Lindsy Gemson;App;4,802.00
May-30-2021;Morocco;Arbaoua;572651435-1;Kial Farrar;App;9,719.00
May-30-2021;United Kingdom;Norton;573029189-2;Norene Freckingham;App;18,765.00
May-30-2021;Brazil;Rio;573431717-9;Dominique Tainton;App;17,027.00
Sep-23-2022;Brazil;Correntina;573464472-2;Kimmi Megainey;App;7,840.00
May-30-2021;United States;Phoenix;573670559-1;Roderigo Elfe;App;17,029.00
Apr-4-2023;Portugal;;573995827-1;Natalina Kitchingman;App;8,718.00
Dec-19-2021;Brazil;Louveira;575084159-6;Isabella Buckmaster;App;3,643.00
May-30-2021;Portugal;São João do Cam;575675193-9;Audra Solon;App;15,311.00
May-30-2021;Brazil;Cassilândi;575971826-6;Levin Chancellor;App;1,042.00
Jun-20-2021;Argentina;Bell Ville;576088028-4;Davy Fernehough;App;3,039.00
Aug-5-2021;Brazil;;576786524-8;Minor Levings;App;6,543.00
May-10-2023;Brazil;Marialva;577142809-4;Miof mela Alecock;App;6,808.00
May-30-2021;Brazil;Porto Alegre;578333230-5;Jarib Spong;App;13,878.00
Jun-29-2021;Portugal;Sobral da Adiç;578706544-1;Ibrahim Douglass;App;4,362.00
May-30-2021;Sweden;Götebor;578930561-1;Andra Ruggen;App;15,749.00
Nov-8-2022;Madagascar;Antananarivo;578942001-1;Nikki Pieterick;App;2,350.00
May-30-2021;Colombia;Dibulla;579745214-6;Roxi Lowrance;App;18,501.00
Feb-19-2023;Portugal;Várze;580561683-1;Jacqui Premble;App;3,686.00
Jan-10-2022;Philippines;Cawayan;582072206-1;Sheelah Tompsett;App;4,855.00
May-30-2021;Argentina;Caleuf�;582094532-8;Romona Whal;App;14,341.00
May-30-2021;Philippines;Unidos;582894133-1;Charles Killiam;App;4,920.00
May-30-2021;Russia;Novoye Devyatkino;583470341-0;Madelena Nassie;App;14,102.00
Apr-22-2022;Indonesia;Drien Rampak;583536065-7;Kristofor McCathie;App;8,932.00
Jul-30-2022;Russia;Sakharovo;583980880-6;Ellsworth Livick;App;10,864.00
Dec-13-2022;Brazil;Cianorte;584098947-9;Corbin Haslin;App;3,954.00
Sep-15-2022;Peru;Totoral;585221818-9;Quentin Bridson;App;9,075.00
Aug-13-2021;Indonesia;Magok;585497045-7;Harmonie Turpin;App;9,007.00
May-30-2021;Guatemala;Soloma;585769209-1;Matty Tocher;App;16,149.00
May-30-2021;United States;Terre Haute;585811823-2;Arman Bendixen;App;1,294.00
May-30-2021;Sweden;Göten;586468645-1;Kiele Jeskins;App;7,826.00
Oct-20-2022;Egypt;Sīdī Sā;587036672-0;Guendolen Belvin;App;6,875.00
May-30-2021;Portugal;Alto de São Sebasti�;587375634-1;Kaela Harrill;App;7,918.00
Mar-9-2023;Portugal;Cancela;587881416-1;Susan Attenbarrow;App;2,270.00
May-30-2021;France;Saint-Chamond;588813065-6;Jonell Caghan;App;17,395.00
Jun-30-2022;Brazil;Iranduba;589008167-5;Annalee Weth;App;4,321.00
May-30-2021;Honduras;Monterrey;589186652-8;Tudor Melendez;App;14,624.00
May-30-2021;Indonesia;Bara Datu;590061511-1;Maxwell Alberti;App;8,865.00
Sep-23-2022;Brazil;Santo Antônio da Platin;590858704-4;Maximilian Faldoe;App;7,302.00
May-30-2021;United States;Las Vegas;591146835-2;Elyn Vesco;App;15,898.00
May-30-2021;Brazil;SP;591972164-2;Salvatore Cheel;App;7,963.00
May-30-2021;Poland;Małdyt;593147134-0;Carla Heintsch;App;19,704.00
May-30-2021;Bulgaria;Velingrad;593262780-8;Malcolm Walby;App;6,222.00
May-30-2021;United States;Beaumont;593629800-0;Hardy Balmadier;App;14,337.00
Jan-1-2023;Russia;Neftegorsk;594067387-2;Sarina Kyd;App;11,243.00
May-30-2021;Poland;Sułkowic;594115678-2;Clarabelle Schimek;App;16,955.00
May-10-2023;United States;Tulsa;595490800-1;Darryl Silverthorne;App;10,761.00
Mar-23-2022;Thailand;Fao Rai;595620138-1;Pail Reames;App;9,695.00
Oct-26-2022;Uruguay;Mariscala;595639815-9;Arturo Itscowicz;App;3,853.00
May-30-2021;Sweden;Högan�;596020099-6;Dyan Harbach;App;15,635.00
Nov-11-2021;Argentina;General Belgrano;596631285-0;Bambi Imlin;App;1,944.00
May-30-2021;Brazil;Conselheiro Lafaiete;597005781-9;Danna Skillman;App;18,989.00
Feb-10-2023;United States;Boca Raton;597051407-1;Gwenore Force;App;5,044.00
May-30-2021;Latvia;Madona;597163724-1;Tabby Curle;App;17,885.00
Feb-3-2023;Russia;Kulotino;597491601-8;Caspar Longhorne;App;2,861.00
May-30-2021;Brazil;;597711538-5;Sherill De Clairmont;App;13,337.00
Apr-12-2023;Brazil;Rio;597795504-9;Alfie Cradoc;App;3,106.00
Jul-16-2021;Colombia;Gualmatá;598268551-8;Reine Guerreau;App;5,358.00
May-30-2021;Canada;Rosthern;598510250-5;Poul Finessy;App;19,542.00
Aug-25-2022;Ukraine;Chulakivka;598672642-1;Win Wythe;App;1,312.00
Apr-27-2022;Portugal;Cential;599017672-4;Wandis Kardos-Stowe;App;9,256.00
May-30-2021;Portugal;Vila Nova de Milfontes;600128706-6;Ede Faughny;App;15,964.00
Jan-27-2023;Russia;Naurskaya;600252679-1;Nobe Hill;App;3,921.00
May-30-2021;Burundi;Muyinga;600401464-8;Robbi Calder;App;16,144.00
May-30-2021;Thailand;Lao Suea Kok;601128390-1;Tris Libbey;App;13,262.00
Mar-11-2023;Brazil;Itatinga;601356104-4;Ingrid Ackers;App;10,718.00
Sep-15-2022;Panama;Pacora;601930865-0;Lorna Suller;App;10,580.00
May-30-2021;Brazil;;601941759-1;Travus Norway;App;17,358.00
May-10-2022;United States;Midland;602092538-2;Tatiana Borrett;App;3,056.00
May-30-2021;Chile;La Unió;602149769-4;Abbie Cashen;App;17,875.00
May-30-2021;Brazil;RJ;603033202-3;Thorvald Kinane;App;17,819.00
May-30-2021;Poland;Zielona Gór;604123434-6;Hugo Want;App;6,043.00
May-30-2021;Chile;;604633095-5;Spense Ryce;App;13,864.00
May-30-2021;Poland;Granica;604992971-8;Heda Dirr;App;17,044.00
Aug-9-2021;Argentina;;605500260-4;Micky Thorrold;App;1,158.00
Dec-30-2022;Brazil;São Paul;605786268-6;Mackenzie Dongles;App;4,439.00
May-30-2021;Portugal;Monte Novo;607633277-8;Blythe Scanlan;App;5,537.00
Aug-12-2022;Russia;Timiryazevskiy;608204011-2;Goldie Hing;App;7,967.00
Dec-5-2022;Colombia;Cunday;608409960-2;Jodie D'Alesco;App;3,167.00
May-2-2023;Brazil;Orleans;609384331-9;Carlye Mcettrick;App;10,272.00
Feb-14-2022;Philippines;Malilipot;610090030-0;Gibb Clarkin;App;4,357.00
Jan-20-2023;Poland;Susiec;611100918-4;Rolfe Airton;App;2,165.00
May-30-2021;Colombia;Palocabildo;611865523-5;Sigvard Chape;App;19,834.00
May-30-2021;Portugal;Guardizela;611960266-6;Karlee McTavy;App;19,501.00
May-30-2021;Colombia;Pailitas;612366100-0;Nolan Wimmers;App;10,730.00
May-30-2021;Colombia;Murillo;612508639-9;Jard Venart;App;978.00,
Dec-27-2021;Portugal;Vinhas;614109741-3;Kata Cobb;App;10,996.00
May-30-2021;Portugal;Lugar Novo;614580205-7;Curry Eisenberg;App;17,188.00
May-30-2021;Brazil;;614992948-5;Val Domelow;App;552.00,
May-30-2021;France;Arras;615734203-1;Myrah Buchan;App;3,867.00
Aug-24-2021;Philippines;Pau;615816774-6;Simonne Galland;App;11,453.00
Sep-4-2022;Russia;Nesterovskaya;616749641-2;Sallyann Larmett;App;4,077.00
May-30-2021;Brazil;Ilha Solteira;618006240-4;Aldrich Collett;App;1,033.00
May-30-2021;Portugal;Tercena;618347372-3;Pauly Tappington;App;6,376.00
May-30-2021;Brazil;Jales;618811506-1;Clerc De Hooch;App;14,781.00
May-30-2021;Honduras;Támar;619041320-1;Dallas Ackerman;App;12,613.00
May-30-2021;Bolivia;San Matía;619478485-7;Abdel Bottby;App;9,361.00
May-30-2021;Portugal;Venda Nova;620634890-3;Lauralee Huet;App;19,448.00
May-30-2021;Russia;Pervomayskaya;620930257-2;Abraham Hallwood;App;6,086.00
Mar-16-2022;Portugal;Carvalheira;621153010-2;Lanny Ruddy;App;1,515.00
Apr-16-2023;Brazil;Brumadinho;621318886-1;Whitney Heijne;App;3,110.00
Nov-7-2021;Argentina;Las Heras;621898237-8;Aurore Catchpole;App;5,209.00
May-30-2021;Portugal;Serra da Silveira;622313473-8;Kacie Hurles;App;11,168.00
Jun-16-2022;Colombia;Yarumal;622467298-9;Margareta Liven;App;10,549.00
Jul-3-2022;Brazil;Rio de Janeiro;622905069-2;Prudence Adamoli;App;2,795.00
Apr-12-2023;Indonesia;Megulung;622974793-6;Morse Sandbatch;App;5,724.00
May-30-2021;Portugal;Bemposta;624517995-5;Mayor Summerhayes;App;11,962.00
Jun-8-2021;Brazil;São Paul;624684148-1;Ame Pharaoh;App;4,385.00
